vehicle_id,service_date,repair_type,repair_cost
V01609,2026-01-12,Oil Change,144.04
V01609,2026-04-30,Oil Change,144.67
V01610,2026-02-14,Oil Change,153.21
V01610,2026-04-27,Oil Change,151.05
V01610,2026-01-13,Oil Change,149.67
V01610,2026-04-23,Transmission Repair,1491.67
V01610,2026-04-18,Oil Change,143.15
V01610,2026-01-31,Oil Change,132.61
V01611,2026-03-04,Oil Change,163.98
V01611,2026-02-11,Brake Repair,626.71
V01611,2026-02-18,Oil Change,138.33
V01611,2026-02-09,Engine Inspection,540.55
V01611,2026-02-11,Engine Inspection,759.79
V01611,2026-04-10,Oil Change,149.56
V01611,2026-02-10,Oil Change,109.18
V01611,2026-01-20,Battery Replacement,367.47
V01611,2026-02-24,Oil Change,137.68
V01612,2026-01-17,Brake Repair,609.48
V01613,2026-03-21,Battery Replacement,411.69
V01613,2026-02-07,Engine Inspection,673.33
V01613,2026-01-19,Oil Change,115.51
V01613,2026-01-15,Oil Change,100.59
V01615,2026-01-02,Cooling System,684.63
V01616,2026-03-25,Brake Repair,420.47
V01616,2026-02-06,Battery Replacement,260.63
V01616,2026-01-08,Oil Change,118.57
V01617,2026-03-27,Cooling System,644.85
V01617,2026-03-11,Engine Inspection,551.55
V01617,2026-04-18,Brake Repair,479.68
V01617,2026-01-30,Cooling System,706.0
V01618,2026-02-20,Engine Inspection,731.34
V01618,2026-02-11,Cooling System,822.11
V01618,2026-04-20,Transmission Repair,2068.18
V01618,2026-03-20,Battery Replacement,408.16
V01619,2026-04-22,Engine Inspection,579.5
V01619,2026-03-18,Oil Change,157.26
V01620,2026-03-22,Engine Inspection,590.22
V01620,2026-01-11,Oil Change,116.53
V01620,2026-01-07,Battery Replacement,408.15
V01621,2026-01-09,Brake Repair,398.08
V01621,2026-02-12,Oil Change,154.1
V01622,2026-02-09,Brake Repair,513.25
V01622,2026-04-25,Brake Repair,577.59
V01622,2026-04-24,Oil Change,107.69
V01623,2026-02-09,Oil Change,143.28
V01623,2026-04-14,Brake Repair,494.5
V01623,2026-04-23,Cooling System,635.05
V01623,2026-03-22,Battery Replacement,336.72
V01624,2026-02-17,Brake Repair,583.55
V01624,2026-02-27,Transmission Repair,1831.39
V01624,2026-04-17,Battery Replacement,342.58
V01624,2026-03-25,Battery Replacement,287.91
V01625,2026-02-09,Oil Change,121.07
V01625,2026-04-23,Oil Change,143.12
V01626,2026-02-23,Battery Replacement,317.98
V01626,2026-01-04,Oil Change,117.89
V01626,2026-03-26,Oil Change,114.67
V01626,2026-04-26,Brake Repair,366.63
V01627,2026-01-13,Oil Change,116.62
V01627,2026-03-26,Engine Inspection,623.29
V01627,2026-03-19,Oil Change,104.76
V01627,2026-03-31,Brake Repair,611.87
V01627,2026-01-02,Oil Change,138.33
V01627,2026-04-10,Brake Repair,375.91
V01627,2026-01-20,Oil Change,98.18
V01628,2026-04-08,Oil Change,129.5
V01628,2026-02-16,Brake Repair,387.83
V01628,2026-03-13,Transmission Repair,2027.04
V01628,2026-04-04,Oil Change,102.52
V01629,2026-01-16,Battery Replacement,368.95
V01629,2026-01-28,Brake Repair,608.34
V01629,2026-04-02,Engine Inspection,826.44
V01629,2026-04-28,Engine Inspection,801.58
V01630,2026-04-18,Engine Inspection,624.56
V01631,2026-02-19,Transmission Repair,1867.82
V01631,2026-01-23,Oil Change,149.99
V01631,2026-03-04,Oil Change,145.39
V01631,2026-04-09,Battery Replacement,371.63
V01631,2026-01-19,Cooling System,748.65
V01631,2026-02-28,Transmission Repair,2454.74
V01631,2026-02-15,Cooling System,681.23
V01632,2026-04-19,Oil Change,155.04
V01632,2026-03-12,Brake Repair,537.23
V01632,2026-02-13,Engine Inspection,524.3
V01632,2026-01-29,Transmission Repair,1607.55
V01632,2026-04-21,Oil Change,129.55
V01633,2026-01-06,Engine Inspection,760.93
V01633,2026-01-25,Battery Replacement,287.42
V01633,2026-03-23,Oil Change,131.65
V01634,2026-03-21,Transmission Repair,1833.83
V01634,2026-03-02,Oil Change,97.49
V01634,2026-02-09,Cooling System,799.65
V01634,2026-04-28,Transmission Repair,2297.18
V01635,2026-01-04,Oil Change,148.06
V01635,2026-03-16,Battery Replacement,252.59
V01637,2026-01-01,Brake Repair,378.95
V01637,2026-01-07,Oil Change,147.15
V01638,2026-01-24,Transmission Repair,1587.79
V01638,2026-04-16,Engine Inspection,521.11
V01639,2026-01-02,Oil Change,117.2
V01639,2026-03-11,Oil Change,106.29
V01639,2026-01-12,Engine Inspection,715.26
V01639,2026-01-10,Engine Inspection,662.71
V01641,2026-01-23,Oil Change,98.74
V01641,2026-04-15,Brake Repair,612.5
V01641,2026-02-26,Engine Inspection,652.74
V01641,2026-04-25,Battery Replacement,321.93
V01641,2026-01-22,Brake Repair,389.9
V01642,2026-02-28,Cooling System,628.53
V01642,2026-03-10,Oil Change,101.71
V01642,2026-01-05,Brake Repair,465.72
V01642,2026-02-15,Cooling System,614.85
V01643,2026-01-04,Transmission Repair,2360.2
V01643,2026-01-13,Battery Replacement,305.05
V01643,2026-03-25,Transmission Repair,2508.24
V01644,2026-04-12,Brake Repair,404.12
V01644,2026-04-29,Brake Repair,595.28
V01644,2026-04-22,Engine Inspection,545.59
V01644,2026-03-16,Brake Repair,539.15
V01645,2026-03-20,Battery Replacement,399.65
V01645,2026-02-17,Oil Change,113.89
V01645,2026-01-27,Oil Change,96.43
V01645,2026-02-28,Engine Inspection,639.36
V01645,2026-01-27,Brake Repair,379.44
V01646,2026-01-27,Transmission Repair,2409.8
V01646,2026-01-10,Oil Change,112.51
V01646,2026-01-09,Transmission Repair,2131.28
V01646,2026-02-10,Oil Change,96.81
V01646,2026-01-06,Engine Inspection,689.82
V01646,2026-02-08,Oil Change,160.41
V01646,2026-01-04,Brake Repair,512.72
V01647,2026-02-26,Brake Repair,460.32
V01647,2026-03-23,Engine Inspection,717.09
V01647,2026-02-24,Oil Change,119.98
V01647,2026-02-07,Engine Inspection,624.16
V01647,2026-01-19,Engine Inspection,595.32
V01647,2026-03-09,Oil Change,135.63
V01648,2026-02-09,Oil Change,112.89
V01648,2026-03-09,Oil Change,155.18
V01648,2026-01-04,Cooling System,572.36
V01648,2026-01-17,Oil Change,166.78
V01649,2026-01-05,Battery Replacement,240.93
V01649,2026-03-27,Engine Inspection,569.89
V01649,2026-04-04,Oil Change,108.76
V01649,2026-04-06,Cooling System,933.21
V01649,2026-03-29,Battery Replacement,303.76
V01649,2026-01-10,Brake Repair,513.22
V01650,2026-02-05,Engine Inspection,542.96
V01650,2026-03-07,Brake Repair,457.4
V01650,2026-01-06,Battery Replacement,357.52
V01650,2026-03-13,Brake Repair,404.03
V01650,2026-03-14,Oil Change,130.75
V01651,2026-03-19,Oil Change,112.01
V01651,2026-01-29,Engine Inspection,681.82
V01651,2026-04-21,Brake Repair,398.15
V01651,2026-02-23,Battery Replacement,366.18
V01652,2026-04-24,Brake Repair,468.85
V01652,2026-02-21,Engine Inspection,590.72
V01652,2026-04-07,Engine Inspection,817.99
V01652,2026-01-04,Engine Inspection,711.4
V01652,2026-03-30,Oil Change,97.18
V01652,2026-01-17,Brake Repair,519.75
V01653,2026-03-10,Transmission Repair,1708.88
V01653,2026-02-02,Cooling System,708.99
V01654,2026-04-30,Oil Change,126.93
V01655,2026-02-18,Oil Change,151.95
V01655,2026-04-01,Brake Repair,507.94
V01655,2026-01-19,Battery Replacement,249.01
V01656,2026-04-30,Engine Inspection,520.39
V01656,2026-02-27,Oil Change,119.53
V01657,2026-02-09,Cooling System,669.0
V01657,2026-02-07,Engine Inspection,509.83
V01657,2026-03-02,Oil Change,128.68
V01657,2026-01-07,Oil Change,108.5
V01658,2026-02-14,Engine Inspection,501.91
V01658,2026-04-28,Oil Change,118.63
V01658,2026-04-30,Cooling System,566.12
V01658,2026-03-14,Oil Change,149.06
V01659,2026-02-20,Battery Replacement,267.92
V01659,2026-03-21,Battery Replacement,365.82
V01659,2026-03-12,Oil Change,109.9
V01660,2026-01-19,Engine Inspection,712.19
V01660,2026-01-25,Engine Inspection,533.53
V01660,2026-02-16,Oil Change,126.19
V01660,2026-01-26,Cooling System,848.52
V01660,2026-01-27,Engine Inspection,790.0
V01660,2026-02-11,Battery Replacement,356.92
V01660,2026-03-03,Oil Change,136.08
V01660,2026-03-16,Brake Repair,601.2
V01661,2026-02-02,Engine Inspection,730.6
V01661,2026-03-17,Oil Change,147.43
V01662,2026-03-30,Oil Change,112.95
V01662,2026-04-07,Battery Replacement,322.09
V01662,2026-02-17,Transmission Repair,1685.4
V01662,2026-03-10,Oil Change,167.53
V01663,2026-03-04,Brake Repair,542.53
V01663,2026-04-26,Oil Change,137.74
V01663,2026-03-13,Battery Replacement,273.3
V01666,2026-02-04,Engine Inspection,516.68
V01666,2026-03-25,Oil Change,119.39
V01666,2026-03-01,Oil Change,142.21
V01667,2026-04-28,Battery Replacement,418.87
V01667,2026-01-05,Cooling System,730.77
V01669,2026-02-23,Battery Replacement,413.01
V01671,2026-01-12,Oil Change,156.94
V01672,2026-01-09,Oil Change,137.09
V01672,2026-03-14,Brake Repair,457.41
V01673,2026-04-11,Transmission Repair,1857.79
V01673,2026-04-28,Transmission Repair,1683.29
V01673,2026-02-04,Oil Change,109.45
V01673,2026-03-27,Brake Repair,591.51
V01674,2026-02-21,Brake Repair,362.61
V01674,2026-02-17,Brake Repair,419.49
V01674,2026-03-24,Cooling System,630.37
V01675,2026-01-31,Oil Change,164.77
V01675,2026-03-27,Cooling System,648.81
V01676,2026-04-10,Cooling System,872.85
V01676,2026-02-18,Oil Change,107.71
V01676,2026-01-11,Oil Change,148.64
V01676,2026-03-19,Oil Change,96.58
V01676,2026-04-15,Transmission Repair,1640.83
V01676,2026-03-17,Engine Inspection,773.39
V01676,2026-03-21,Engine Inspection,553.87
V01676,2026-01-16,Engine Inspection,814.18
V01677,2026-01-11,Battery Replacement,315.67
V01677,2026-04-04,Oil Change,113.01
V01677,2026-04-27,Transmission Repair,2291.6
V01677,2026-03-13,Brake Repair,510.41
V01677,2026-02-10,Brake Repair,429.5
V01678,2026-01-28,Oil Change,165.68
V01678,2026-02-20,Brake Repair,375.21
V01678,2026-01-30,Brake Repair,483.1
V01678,2026-03-04,Oil Change,149.83
V01678,2026-01-24,Battery Replacement,357.01
V01678,2026-04-27,Brake Repair,596.33
V01680,2026-03-05,Oil Change,128.25
V01680,2026-03-10,Transmission Repair,2094.38
V01680,2026-02-12,Brake Repair,458.09
V01681,2026-04-25,Brake Repair,479.2
V01681,2026-01-13,Battery Replacement,355.0
V01681,2026-03-06,Cooling System,742.32
V01683,2026-01-26,Oil Change,102.0
V01683,2026-03-10,Transmission Repair,2291.38
V01683,2026-03-20,Transmission Repair,1822.65
V01683,2026-04-09,Battery Replacement,394.89
V01684,2026-02-23,Battery Replacement,247.09
V01684,2026-02-20,Oil Change,147.54
V01684,2026-01-07,Oil Change,162.5
V01685,2026-04-12,Oil Change,142.58
V01686,2026-01-24,Engine Inspection,771.4
V01687,2026-04-08,Battery Replacement,240.46
V01687,2026-03-04,Engine Inspection,598.68
V01687,2026-02-25,Oil Change,138.41
V01687,2026-03-20,Engine Inspection,788.79
V01687,2026-04-17,Battery Replacement,245.73
V01687,2026-01-13,Oil Change,119.1
V01687,2026-01-04,Brake Repair,586.34
V01688,2026-01-18,Brake Repair,459.97
V01689,2026-02-09,Brake Repair,625.43
V01689,2026-01-30,Engine Inspection,804.27
V01689,2026-03-13,Oil Change,102.44
V01689,2026-01-19,Oil Change,137.08
V01689,2026-04-26,Oil Change,156.9
V01690,2026-04-17,Engine Inspection,680.27
V01690,2026-03-13,Oil Change,120.8
V01690,2026-02-01,Cooling System,683.26
V01690,2026-04-07,Brake Repair,397.38
V01690,2026-03-07,Transmission Repair,2238.23
V01691,2026-02-03,Engine Inspection,661.36
V01691,2026-03-10,Cooling System,614.87
V01691,2026-02-19,Brake Repair,608.88
V01691,2026-04-23,Engine Inspection,752.99
V01691,2026-01-16,Oil Change,140.52
V01692,2026-04-02,Battery Replacement,258.25
V01692,2026-01-15,Battery Replacement,267.74
V01692,2026-01-04,Engine Inspection,485.12
V01692,2026-03-13,Engine Inspection,526.5
V01692,2026-02-27,Engine Inspection,530.6
V01692,2026-04-13,Engine Inspection,726.36
V01693,2026-02-06,Engine Inspection,488.08
V01693,2026-02-01,Oil Change,134.24
V01693,2026-04-19,Transmission Repair,2007.93
V01693,2026-03-10,Brake Repair,558.3
V01693,2026-01-13,Engine Inspection,814.19
V01693,2026-02-03,Oil Change,132.37
V01693,2026-01-04,Oil Change,115.89
V01694,2026-01-24,Battery Replacement,362.09
V01694,2026-03-06,Brake Repair,509.35
V01694,2026-03-16,Oil Change,130.16
V01694,2026-01-14,Oil Change,123.96
V01695,2026-03-29,Battery Replacement,391.89
V01695,2026-01-12,Oil Change,138.23
V01695,2026-01-08,Battery Replacement,309.94
V01695,2026-04-07,Oil Change,115.21
V01695,2026-04-04,Oil Change,166.0
V01695,2026-04-19,Brake Repair,393.17
V01696,2026-04-19,Oil Change,109.95
V01696,2026-03-02,Oil Change,115.45
V01696,2026-04-17,Brake Repair,621.88
V01696,2026-02-11,Oil Change,161.39
V01697,2026-04-27,Cooling System,662.42
V01697,2026-02-21,Oil Change,103.37
V01697,2026-03-07,Brake Repair,565.5
V01697,2026-01-08,Transmission Repair,1905.21
V01698,2026-02-19,Cooling System,617.22
V01699,2026-01-10,Oil Change,104.96
V01699,2026-02-02,Engine Inspection,482.12
V01700,2026-04-21,Engine Inspection,667.63
V01700,2026-03-30,Cooling System,975.16
V01701,2026-01-01,Oil Change,112.67
V01701,2026-01-30,Oil Change,103.93
V01702,2026-02-10,Oil Change,116.1
V01702,2026-01-07,Oil Change,104.95
V01702,2026-02-23,Battery Replacement,330.51
V01702,2026-01-12,Oil Change,114.13
V01702,2026-03-19,Oil Change,158.12
V01702,2026-03-22,Oil Change,96.98
V01702,2026-04-22,Brake Repair,545.92
V01702,2026-03-09,Oil Change,131.06
V01703,2026-03-14,Oil Change,113.44
V01703,2026-03-10,Transmission Repair,1587.64
V01704,2026-02-08,Cooling System,725.49
V01705,2026-03-05,Oil Change,96.28
V01705,2026-04-16,Transmission Repair,1910.44
V01705,2026-01-21,Cooling System,718.98
V01705,2026-03-06,Engine Inspection,731.54
V01705,2026-03-04,Transmission Repair,1553.44
V01705,2026-02-18,Oil Change,117.86
V01706,2026-04-09,Engine Inspection,544.56
V01706,2026-01-22,Cooling System,934.2
V01706,2026-03-02,Oil Change,132.61
V01707,2026-02-01,Brake Repair,389.41
V01707,2026-04-22,Engine Inspection,488.04
V01707,2026-01-14,Oil Change,132.82
V01707,2026-04-23,Oil Change,101.15
V01708,2026-01-23,Transmission Repair,1966.37
V01708,2026-02-21,Engine Inspection,729.07
V01708,2026-03-15,Brake Repair,622.34
V01708,2026-02-10,Battery Replacement,272.76
V01709,2026-02-01,Oil Change,100.71
V01709,2026-01-08,Transmission Repair,2271.77
V01709,2026-01-28,Cooling System,625.76
V01709,2026-02-24,Cooling System,752.25
V01710,2026-04-24,Oil Change,151.72
V01710,2026-03-25,Oil Change,144.12
V01711,2026-04-30,Brake Repair,451.22
V01711,2026-01-26,Cooling System,860.66
V01711,2026-04-21,Brake Repair,457.9
V01711,2026-02-16,Oil Change,114.76
V01711,2026-02-10,Oil Change,137.87
V01711,2026-02-26,Cooling System,868.35
V01712,2026-03-18,Transmission Repair,2000.17
V01712,2026-02-17,Brake Repair,579.9
V01712,2026-04-13,Oil Change,151.07
V01714,2026-02-22,Oil Change,122.84
V01715,2026-03-27,Oil Change,158.75
V01715,2026-01-31,Oil Change,115.26
V01715,2026-04-07,Brake Repair,563.2
V01715,2026-03-28,Engine Inspection,753.97
V01716,2026-03-19,Oil Change,104.42
V01716,2026-01-15,Oil Change,158.51
V01716,2026-03-24,Oil Change,125.25
V01717,2026-03-01,Oil Change,113.37
V01717,2026-03-28,Oil Change,107.27
V01717,2026-02-28,Battery Replacement,291.99
V01717,2026-04-01,Engine Inspection,590.52
V01717,2026-04-23,Oil Change,100.23
V01718,2026-03-01,Engine Inspection,637.38
V01718,2026-03-06,Brake Repair,541.88
V01719,2026-03-16,Engine Inspection,818.27
V01719,2026-02-06,Oil Change,161.22
V01719,2026-01-15,Oil Change,139.39
V01720,2026-04-03,Oil Change,122.51
V01720,2026-03-06,Transmission Repair,1779.11
V01720,2026-02-04,Engine Inspection,507.6
V01720,2026-04-05,Battery Replacement,337.29
V01720,2026-01-01,Brake Repair,564.33
V01720,2026-01-21,Transmission Repair,2019.15
V01720,2026-01-22,Battery Replacement,406.97
V01720,2026-03-03,Oil Change,96.1
V01721,2026-04-25,Transmission Repair,1886.18
V01721,2026-02-06,Engine Inspection,626.6
V01721,2026-04-19,Brake Repair,509.91
V01721,2026-02-25,Battery Replacement,318.21
V01721,2026-03-11,Transmission Repair,1896.53
V01721,2026-01-12,Transmission Repair,2340.9
V01721,2026-01-15,Brake Repair,555.28
V01721,2026-03-13,Oil Change,149.73
V01722,2026-04-24,Engine Inspection,786.1
V01722,2026-04-09,Brake Repair,600.35
V01722,2026-02-08,Oil Change,139.7
V01722,2026-03-07,Cooling System,631.23
V01723,2026-01-12,Engine Inspection,661.45
V01723,2026-04-25,Battery Replacement,342.65
V01723,2026-01-01,Engine Inspection,785.44
V01724,2026-02-04,Brake Repair,430.4
V01724,2026-04-20,Engine Inspection,590.6
V01724,2026-04-26,Engine Inspection,720.51
V01725,2026-01-21,Battery Replacement,385.53
V01725,2026-04-06,Engine Inspection,712.3
V01725,2026-04-15,Brake Repair,441.22
V01725,2026-03-01,Cooling System,685.91
V01725,2026-02-15,Oil Change,127.67
V01725,2026-02-21,Brake Repair,568.34
V01725,2026-03-31,Oil Change,97.43
V01725,2026-03-07,Engine Inspection,660.05
V01725,2026-03-13,Engine Inspection,804.44
V01726,2026-03-17,Engine Inspection,735.99
V01726,2026-01-09,Battery Replacement,257.62
V01726,2026-03-21,Cooling System,795.98
V01727,2026-02-11,Brake Repair,479.17
V01727,2026-03-23,Oil Change,166.23
V01727,2026-02-12,Transmission Repair,1821.22
V01728,2026-02-27,Brake Repair,510.31
V01729,2026-01-30,Oil Change,144.8
V01730,2026-01-02,Cooling System,775.56
V01730,2026-03-27,Oil Change,133.88
V01731,2026-02-04,Brake Repair,618.64
V01732,2026-04-24,Engine Inspection,584.48
V01732,2026-04-08,Cooling System,584.64
V01732,2026-03-10,Cooling System,843.6
V01733,2026-03-02,Brake Repair,384.59
V01733,2026-01-22,Oil Change,137.86
V01733,2026-03-21,Battery Replacement,309.5
V01734,2026-03-14,Battery Replacement,390.42
V01734,2026-03-08,Oil Change,119.01
V01734,2026-04-25,Engine Inspection,597.07
V01734,2026-01-20,Oil Change,166.42
V01734,2026-01-14,Oil Change,160.49
V01734,2026-02-20,Oil Change,135.78
V01735,2026-03-05,Cooling System,796.75
V01736,2026-03-09,Brake Repair,409.41
V01736,2026-03-22,Engine Inspection,613.88
V01736,2026-03-16,Oil Change,155.69
V01737,2026-02-02,Oil Change,110.55
V01737,2026-03-04,Oil Change,113.05
V01737,2026-03-11,Brake Repair,401.88
V01738,2026-02-20,Battery Replacement,372.65
V01738,2026-01-30,Oil Change,112.19
V01738,2026-04-23,Cooling System,892.26
V01738,2026-04-08,Engine Inspection,628.9
V01738,2026-04-04,Cooling System,944.82
V01738,2026-04-13,Battery Replacement,318.77
V01740,2026-04-09,Cooling System,612.0
V01741,2026-02-28,Brake Repair,540.43
V01741,2026-01-18,Battery Replacement,411.98
V01741,2026-04-19,Oil Change,141.81
V01742,2026-01-04,Brake Repair,577.41
V01742,2026-03-02,Brake Repair,471.06
V01742,2026-01-01,Brake Repair,534.29
V01743,2026-01-08,Transmission Repair,1636.3
V01743,2026-03-13,Oil Change,127.97
V01744,2026-03-03,Battery Replacement,370.99
V01745,2026-04-19,Transmission Repair,2081.14
V01745,2026-01-06,Oil Change,156.73
V01745,2026-01-06,Engine Inspection,490.81
V01746,2026-03-24,Brake Repair,526.4
V01746,2026-01-17,Brake Repair,432.43
V01746,2026-04-20,Engine Inspection,553.54
V01746,2026-02-13,Oil Change,120.52
V01747,2026-01-27,Battery Replacement,407.04
V01747,2026-02-08,Oil Change,167.3
V01747,2026-03-19,Oil Change,154.45
V01747,2026-03-19,Engine Inspection,836.18
V01747,2026-01-25,Oil Change,99.56
V01747,2026-04-25,Brake Repair,437.88
V01748,2026-04-01,Cooling System,715.7
V01748,2026-02-03,Brake Repair,406.05
V01749,2026-04-19,Oil Change,123.8
V01749,2026-03-12,Battery Replacement,382.07
V01749,2026-03-13,Battery Replacement,379.7
V01749,2026-04-03,Oil Change,128.56
V01750,2026-04-09,Battery Replacement,322.24
V01750,2026-03-18,Battery Replacement,286.08
V01750,2026-04-01,Brake Repair,373.24
V01750,2026-01-29,Engine Inspection,776.56
V01750,2026-04-18,Transmission Repair,1954.18
V01750,2026-01-19,Cooling System,707.89
V01751,2026-01-18,Brake Repair,617.13
V01751,2026-04-24,Oil Change,156.86
V01752,2026-04-29,Transmission Repair,1946.29
V01753,2026-01-13,Brake Repair,394.63
V01753,2026-01-28,Transmission Repair,1560.09
V01754,2026-01-19,Oil Change,98.66
V01754,2026-01-21,Battery Replacement,372.52
V01754,2026-03-28,Oil Change,97.72
V01754,2026-01-25,Engine Inspection,645.81
V01754,2026-02-27,Battery Replacement,284.89
V01754,2026-02-08,Brake Repair,404.83
V01754,2026-02-26,Brake Repair,432.03
V01754,2026-04-18,Engine Inspection,777.74
V01754,2026-02-10,Brake Repair,539.28
V01755,2026-02-10,Battery Replacement,322.45
V01755,2026-03-27,Oil Change,98.85
V01755,2026-04-05,Oil Change,133.35
V01756,2026-04-02,Battery Replacement,339.19
V01756,2026-03-26,Transmission Repair,2111.28
V01757,2026-01-02,Oil Change,146.42
V01757,2026-01-25,Oil Change,149.79
V01757,2026-02-22,Engine Inspection,718.98
V01757,2026-01-05,Brake Repair,525.23
V01757,2026-01-31,Transmission Repair,2209.89
V01758,2026-01-14,Brake Repair,534.67
V01758,2026-02-19,Oil Change,129.74
V01758,2026-02-09,Brake Repair,537.94
V01759,2026-01-01,Cooling System,761.94
V01759,2026-04-17,Battery Replacement,340.83
V01759,2026-01-24,Oil Change,106.65
V01759,2026-03-03,Transmission Repair,1655.75
V01759,2026-03-21,Transmission Repair,1442.8
V01760,2026-02-09,Transmission Repair,1552.29
V01760,2026-04-18,Oil Change,143.18
V01760,2026-04-16,Oil Change,157.75
V01760,2026-02-02,Transmission Repair,2417.15
V01760,2026-03-26,Engine Inspection,615.53
V01761,2026-04-28,Engine Inspection,782.06
V01761,2026-03-22,Battery Replacement,241.74
V01761,2026-02-04,Oil Change,103.35
V01762,2026-03-08,Battery Replacement,315.13
V01763,2026-03-11,Transmission Repair,2498.26
V01763,2026-01-20,Brake Repair,523.69
V01763,2026-04-25,Engine Inspection,692.28
V01763,2026-01-10,Engine Inspection,504.09
V01763,2026-02-18,Brake Repair,449.15
V01763,2026-02-23,Oil Change,129.69
V01763,2026-01-16,Battery Replacement,240.9
V01764,2026-03-04,Oil Change,144.5
V01764,2026-01-20,Transmission Repair,1938.69
V01764,2026-01-08,Oil Change,148.54
V01764,2026-04-12,Battery Replacement,403.84
V01764,2026-01-17,Battery Replacement,263.09
V01765,2026-03-06,Engine Inspection,739.57
V01765,2026-03-23,Oil Change,143.84
V01765,2026-04-10,Oil Change,165.24
V01765,2026-01-01,Battery Replacement,296.73
V01765,2026-02-25,Oil Change,103.02
V01765,2026-04-08,Oil Change,97.37
V01766,2026-01-06,Oil Change,120.21
V01766,2026-04-02,Battery Replacement,337.72
V01766,2026-04-28,Oil Change,156.85
V01767,2026-04-01,Oil Change,149.27
V01767,2026-01-05,Brake Repair,519.32
V01767,2026-03-17,Transmission Repair,2082.5
V01768,2026-01-31,Oil Change,126.52
V01769,2026-02-20,Oil Change,128.02
V01770,2026-03-15,Battery Replacement,267.24
V01770,2026-02-03,Oil Change,100.66
V01771,2026-04-01,Transmission Repair,2465.17
V01771,2026-01-30,Engine Inspection,574.13
V01771,2026-04-03,Brake Repair,538.28
V01772,2026-04-10,Oil Change,148.04
V01772,2026-04-07,Battery Replacement,362.71
V01772,2026-03-01,Brake Repair,517.31
V01772,2026-01-27,Oil Change,134.14
V01773,2026-01-29,Transmission Repair,2144.48
V01774,2026-02-07,Oil Change,163.16
V01774,2026-01-01,Brake Repair,493.29
V01774,2026-01-04,Battery Replacement,356.6
V01774,2026-04-14,Oil Change,133.8
V01775,2026-03-31,Brake Repair,360.74
V01775,2026-01-25,Battery Replacement,337.3
V01775,2026-04-16,Oil Change,121.33
V01775,2026-02-14,Transmission Repair,1785.05
V01775,2026-04-11,Oil Change,104.95
V01775,2026-04-29,Brake Repair,459.51
V01776,2026-02-01,Oil Change,133.21
V01777,2026-01-08,Brake Repair,441.45
V01777,2026-02-05,Transmission Repair,1486.61
V01778,2026-02-16,Engine Inspection,805.93
V01780,2026-02-24,Transmission Repair,1881.13
V01780,2026-01-18,Brake Repair,395.6
V01780,2026-01-10,Battery Replacement,242.42
V01781,2026-01-01,Oil Change,145.08
V01782,2026-03-15,Battery Replacement,252.23
V01782,2026-04-22,Engine Inspection,531.8
V01782,2026-04-15,Transmission Repair,1931.19
V01782,2026-01-30,Battery Replacement,406.91
V01783,2026-02-04,Engine Inspection,579.5
V01784,2026-03-09,Oil Change,162.53
V01785,2026-02-01,Brake Repair,514.44
V01785,2026-04-01,Engine Inspection,824.34
V01785,2026-01-03,Oil Change,147.28
V01785,2026-02-22,Oil Change,155.22
V01785,2026-02-03,Oil Change,153.73
V01785,2026-04-09,Brake Repair,596.49
V01785,2026-04-21,Oil Change,127.53
V01786,2026-01-20,Engine Inspection,781.31
V01786,2026-01-07,Oil Change,157.81
V01786,2026-04-07,Oil Change,116.15
V01786,2026-04-27,Transmission Repair,1443.83
V01786,2026-03-10,Engine Inspection,568.7
V01786,2026-04-12,Oil Change,156.75
V01787,2026-02-14,Battery Replacement,358.99
V01787,2026-04-07,Battery Replacement,334.26
V01787,2026-01-27,Engine Inspection,621.68
V01787,2026-02-02,Engine Inspection,766.96
V01787,2026-03-09,Cooling System,701.66
V01788,2026-02-10,Battery Replacement,381.62
V01788,2026-01-25,Oil Change,148.22
V01788,2026-04-12,Cooling System,675.67
V01789,2026-04-11,Transmission Repair,2202.08
V01789,2026-04-25,Cooling System,873.74
V01789,2026-03-28,Oil Change,108.08
V01790,2026-02-26,Cooling System,804.5
V01790,2026-03-15,Oil Change,107.2
V01790,2026-04-21,Oil Change,134.4
V01790,2026-02-17,Brake Repair,460.04
V01790,2026-04-25,Battery Replacement,311.33
V01791,2026-01-25,Brake Repair,523.83
V01791,2026-03-27,Battery Replacement,347.05
V01791,2026-01-07,Battery Replacement,345.01
V01791,2026-02-21,Brake Repair,413.51
V01792,2026-04-14,Brake Repair,620.34
V01792,2026-01-30,Oil Change,127.01
V01792,2026-01-08,Engine Inspection,554.32
V01792,2026-01-05,Oil Change,141.15
V01792,2026-03-28,Engine Inspection,504.43
V01793,2026-04-22,Oil Change,97.99
V01793,2026-03-08,Brake Repair,546.74
V01794,2026-04-30,Oil Change,134.58
V01794,2026-02-15,Oil Change,155.01
V01794,2026-01-03,Brake Repair,376.43
V01794,2026-04-04,Transmission Repair,2019.08
V01794,2026-02-16,Oil Change,152.99
V01795,2026-02-19,Cooling System,956.91
V01795,2026-02-04,Brake Repair,380.4
V01795,2026-01-23,Oil Change,146.38
V01795,2026-04-24,Transmission Repair,1533.79
V01795,2026-03-10,Engine Inspection,481.65
V01795,2026-01-09,Engine Inspection,538.34
V01796,2026-04-06,Battery Replacement,339.07
V01796,2026-01-30,Cooling System,936.98
V01797,2026-04-12,Cooling System,751.57
