ticket_id,vehicle_id,ticket_date,complaint_text,priority
T002233,V01436,2026-04-26,Brake noise reported by driver,Low
T002234,V01437,2026-04-01,Oil pressure warning triggered,High
T002235,V01437,2026-02-18,Oil pressure warning triggered,High
T002236,V01437,2026-01-04,Oil pressure warning triggered,High
T002237,V01437,2026-03-23,Transmission feels delayed,High
T002238,V01438,2026-04-03,Brake noise reported by driver,Low
T002239,V01438,2026-02-12,Brake noise reported by driver,Medium
T002240,V01438,2026-04-26,Transmission feels delayed,High
T002241,V01438,2026-04-18,No major issue reported,Medium
T002242,V01440,2026-01-23,Transmission feels delayed,High
T002243,V01440,2026-01-21,Oil pressure warning triggered,High
T002244,V01440,2026-03-04,Brake noise reported by driver,Medium
T002245,V01440,2026-01-23,Brake noise reported by driver,Low
T002246,V01440,2026-03-29,Reduced acceleration reported,Medium
T002247,V01441,2026-02-11,Battery warning light keeps appearing,Low
T002248,V01441,2026-04-27,Brake noise reported by driver,Low
T002249,V01442,2026-04-28,Vehicle overheating during route,High
T002250,V01443,2026-04-14,Vehicle idle time unusually high,Medium
T002251,V01443,2026-04-25,Transmission feels delayed,High
T002252,V01444,2026-03-27,Transmission feels delayed,High
T002253,V01444,2026-02-26,Brake noise reported by driver,Medium
T002254,V01444,2026-01-21,Vehicle idle time unusually high,Low
T002255,V01444,2026-04-27,Battery warning light keeps appearing,Medium
T002256,V01445,2026-01-15,Brake noise reported by driver,Low
T002257,V01445,2026-04-23,Reduced acceleration reported,Low
T002258,V01447,2026-03-25,Vehicle overheating during route,High
T002259,V01449,2026-04-06,Check engine light is on,Low
T002260,V01449,2026-03-08,Battery warning light keeps appearing,Medium
T002261,V01450,2026-03-29,Battery warning light keeps appearing,Low
T002262,V01450,2026-03-15,No major issue reported,Low
T002263,V01451,2026-03-12,Vehicle idle time unusually high,Medium
T002264,V01452,2026-01-09,Brake noise reported by driver,Low
T002265,V01452,2026-02-17,Brake noise reported by driver,Medium
T002266,V01452,2026-04-02,Reduced acceleration reported,Low
T002267,V01452,2026-03-26,No major issue reported,Low
T002268,V01453,2026-01-25,Oil pressure warning triggered,High
T002269,V01454,2026-02-01,Check engine light is on,Low
T002270,V01454,2026-03-09,Brake noise reported by driver,Medium
T002271,V01455,2026-03-18,No major issue reported,Medium
T002272,V01456,2026-01-12,Vehicle idle time unusually high,Medium
T002273,V01457,2026-02-26,Vehicle idle time unusually high,Low
T002274,V01457,2026-02-24,Battery warning light keeps appearing,Medium
T002275,V01458,2026-04-28,No major issue reported,Medium
T002276,V01459,2026-01-10,Oil pressure warning triggered,High
T002277,V01460,2026-01-19,Vehicle idle time unusually high,Medium
T002278,V01461,2026-04-17,Reduced acceleration reported,Low
T002279,V01462,2026-01-03,No major issue reported,Low
T002280,V01462,2026-03-18,Vehicle idle time unusually high,Medium
T002281,V01462,2026-03-07,Check engine light is on,Low
T002282,V01463,2026-04-01,Battery warning light keeps appearing,Low
T002283,V01463,2026-02-17,Transmission feels delayed,High
T002284,V01464,2026-01-22,Oil pressure warning triggered,High
T002285,V01464,2026-03-26,Oil pressure warning triggered,High
T002286,V01465,2026-03-19,Vehicle idle time unusually high,Medium
T002287,V01465,2026-01-26,Vehicle idle time unusually high,Low
T002288,V01465,2026-04-29,Check engine light is on,Medium
T002289,V01466,2026-02-07,Battery warning light keeps appearing,Medium
T002290,V01466,2026-04-01,Transmission feels delayed,High
T002291,V01467,2026-04-01,Reduced acceleration reported,Medium
T002292,V01467,2026-02-13,Vehicle idle time unusually high,Low
T002293,V01468,2026-04-21,Vehicle idle time unusually high,Low
T002294,V01468,2026-02-24,Oil pressure warning triggered,High
T002295,V01468,2026-02-27,Check engine light is on,Medium
T002296,V01468,2026-03-28,Reduced acceleration reported,Medium
T002297,V01468,2026-04-06,No major issue reported,Medium
T002298,V01468,2026-02-05,Battery warning light keeps appearing,Low
T002299,V01470,2026-03-17,Reduced acceleration reported,Medium
T002300,V01470,2026-04-03,Vehicle idle time unusually high,Low
T002301,V01471,2026-03-28,Reduced acceleration reported,Medium
T002302,V01471,2026-01-17,Oil pressure warning triggered,High
T002303,V01471,2026-04-15,Reduced acceleration reported,Low
T002304,V01471,2026-01-24,Check engine light is on,Medium
T002305,V01471,2026-04-03,No major issue reported,Medium
T002306,V01473,2026-03-18,Oil pressure warning triggered,High
T002307,V01474,2026-03-06,Check engine light is on,Medium
T002308,V01474,2026-03-07,Check engine light is on,Medium
T002309,V01476,2026-03-04,Brake noise reported by driver,Low
T002310,V01478,2026-03-04,Check engine light is on,Medium
T002311,V01478,2026-02-19,Vehicle idle time unusually high,Medium
T002312,V01479,2026-02-27,Oil pressure warning triggered,High
T002313,V01479,2026-03-24,Vehicle idle time unusually high,Low
T002314,V01479,2026-04-07,Battery warning light keeps appearing,Medium
T002315,V01479,2026-02-20,Oil pressure warning triggered,High
T002316,V01479,2026-02-18,No major issue reported,Medium
T002317,V01480,2026-03-20,Vehicle overheating during route,High
T002318,V01480,2026-04-19,Brake noise reported by driver,Low
T002319,V01480,2026-01-25,Oil pressure warning triggered,High
T002320,V01480,2026-02-03,Brake noise reported by driver,Low
T002321,V01480,2026-01-26,Vehicle overheating during route,High
T002322,V01481,2026-01-10,Battery warning light keeps appearing,Medium
T002323,V01482,2026-03-11,No major issue reported,Low
T002324,V01486,2026-04-02,Vehicle overheating during route,High
T002325,V01486,2026-04-14,Brake noise reported by driver,Low
T002326,V01486,2026-03-03,Battery warning light keeps appearing,Medium
T002327,V01487,2026-03-26,Check engine light is on,Medium
T002328,V01488,2026-02-15,Battery warning light keeps appearing,Medium
T002329,V01489,2026-03-05,Battery warning light keeps appearing,Low
T002330,V01490,2026-01-15,Battery warning light keeps appearing,Medium
T002331,V01490,2026-01-19,Reduced acceleration reported,Low
T002332,V01490,2026-04-09,Oil pressure warning triggered,High
T002333,V01490,2026-01-17,Check engine light is on,Low
T002334,V01491,2026-04-13,Reduced acceleration reported,Medium
T002335,V01492,2026-04-18,Reduced acceleration reported,Low
T002336,V01493,2026-04-22,No major issue reported,Low
T002337,V01493,2026-03-14,Check engine light is on,Low
T002338,V01494,2026-03-01,Reduced acceleration reported,Medium
T002339,V01495,2026-02-03,Vehicle idle time unusually high,Medium
T002340,V01495,2026-03-03,Oil pressure warning triggered,High
T002341,V01496,2026-02-04,Battery warning light keeps appearing,Low
T002342,V01496,2026-02-06,Check engine light is on,Medium
T002343,V01497,2026-02-19,Reduced acceleration reported,Medium
T002344,V01498,2026-01-22,Reduced acceleration reported,Low
T002345,V01498,2026-01-10,Battery warning light keeps appearing,Low
T002346,V01498,2026-03-10,No major issue reported,Medium
T002347,V01499,2026-03-11,Brake noise reported by driver,Low
T002348,V01501,2026-01-15,Battery warning light keeps appearing,Low
T002349,V01501,2026-02-04,Reduced acceleration reported,Medium
T002350,V01501,2026-03-08,Battery warning light keeps appearing,Low
T002351,V01501,2026-04-21,No major issue reported,Low
T002352,V01502,2026-03-23,Battery warning light keeps appearing,Low
T002353,V01502,2026-03-06,Vehicle overheating during route,High
T002354,V01503,2026-02-25,Vehicle overheating during route,High
T002355,V01504,2026-03-21,Vehicle idle time unusually high,Medium
T002356,V01504,2026-02-09,Vehicle overheating during route,High
T002357,V01506,2026-02-22,Reduced acceleration reported,Low
T002358,V01506,2026-01-17,Transmission feels delayed,High
T002359,V01506,2026-04-25,Check engine light is on,Low
T002360,V01507,2026-02-16,Vehicle idle time unusually high,Low
T002361,V01508,2026-01-29,Vehicle idle time unusually high,Low
T002362,V01508,2026-04-11,Vehicle overheating during route,High
T002363,V01509,2026-03-12,No major issue reported,Medium
T002364,V01509,2026-02-09,Vehicle overheating during route,High
T002365,V01510,2026-02-06,No major issue reported,Medium
T002366,V01510,2026-01-26,Transmission feels delayed,High
T002367,V01510,2026-03-29,Vehicle idle time unusually high,Low
T002368,V01510,2026-04-16,Reduced acceleration reported,Low
T002369,V01511,2026-04-30,Vehicle overheating during route,High
T002370,V01513,2026-02-08,Transmission feels delayed,High
T002371,V01513,2026-03-31,Oil pressure warning triggered,High
T002372,V01513,2026-04-25,Check engine light is on,Medium
T002373,V01514,2026-04-26,Transmission feels delayed,High
T002374,V01514,2026-04-29,Battery warning light keeps appearing,Medium
T002375,V01515,2026-02-21,Oil pressure warning triggered,High
T002376,V01515,2026-04-16,No major issue reported,Medium
T002377,V01516,2026-02-18,Battery warning light keeps appearing,Low
T002378,V01517,2026-01-09,Vehicle idle time unusually high,Medium
T002379,V01518,2026-03-13,Reduced acceleration reported,Low
T002380,V01518,2026-01-01,Check engine light is on,Low
T002381,V01518,2026-03-25,Vehicle idle time unusually high,Low
T002382,V01520,2026-01-15,Vehicle overheating during route,High
T002383,V01522,2026-04-04,Check engine light is on,Low
T002384,V01523,2026-01-23,Check engine light is on,Low
T002385,V01523,2026-01-04,Reduced acceleration reported,Low
T002386,V01523,2026-02-11,Reduced acceleration reported,Low
T002387,V01524,2026-04-16,Battery warning light keeps appearing,Low
T002388,V01524,2026-04-02,Vehicle overheating during route,High
T002389,V01526,2026-02-16,Battery warning light keeps appearing,Low
T002390,V01526,2026-03-08,Brake noise reported by driver,Medium
T002391,V01527,2026-01-01,Transmission feels delayed,High
T002392,V01527,2026-03-26,Vehicle overheating during route,High
T002393,V01528,2026-03-10,Check engine light is on,Low
T002394,V01529,2026-03-23,Vehicle idle time unusually high,Medium
T002395,V01530,2026-02-20,Vehicle overheating during route,High
T002396,V01531,2026-01-15,Transmission feels delayed,High
T002397,V01532,2026-03-22,Transmission feels delayed,High
T002398,V01532,2026-02-26,Transmission feels delayed,High
T002399,V01532,2026-03-11,Oil pressure warning triggered,High
T002400,V01532,2026-03-03,No major issue reported,Medium
T002401,V01533,2026-02-03,Battery warning light keeps appearing,Low
T002402,V01534,2026-04-20,No major issue reported,Medium
T002403,V01537,2026-01-02,Check engine light is on,Low
T002404,V01537,2026-02-08,No major issue reported,Low
T002405,V01537,2026-01-25,Oil pressure warning triggered,High
T002406,V01537,2026-01-13,Vehicle overheating during route,High
T002407,V01538,2026-03-05,Oil pressure warning triggered,High
T002408,V01539,2026-02-18,Brake noise reported by driver,Low
T002409,V01539,2026-01-22,Vehicle overheating during route,High
T002410,V01539,2026-01-18,Vehicle idle time unusually high,Medium
T002411,V01540,2026-02-15,Brake noise reported by driver,Medium
T002412,V01540,2026-04-17,Battery warning light keeps appearing,Low
T002413,V01540,2026-02-07,Transmission feels delayed,High
T002414,V01540,2026-02-25,Check engine light is on,Low
T002415,V01540,2026-01-25,Reduced acceleration reported,Medium
T002416,V01540,2026-01-03,Vehicle idle time unusually high,Medium
T002417,V01541,2026-02-02,Check engine light is on,Low
T002418,V01543,2026-03-29,Vehicle idle time unusually high,Medium
T002419,V01543,2026-03-02,Vehicle idle time unusually high,Medium
T002420,V01543,2026-03-08,Oil pressure warning triggered,High
T002421,V01546,2026-01-05,Transmission feels delayed,High
T002422,V01546,2026-04-13,Reduced acceleration reported,Low
T002423,V01547,2026-04-19,Oil pressure warning triggered,High
T002424,V01548,2026-04-25,Oil pressure warning triggered,High
T002425,V01548,2026-02-25,Brake noise reported by driver,Medium
T002426,V01548,2026-02-18,No major issue reported,Low
T002427,V01548,2026-03-01,Oil pressure warning triggered,High
T002428,V01549,2026-01-09,Brake noise reported by driver,Low
T002429,V01552,2026-01-13,Check engine light is on,Low
T002430,V01553,2026-04-28,Check engine light is on,Low
T002431,V01553,2026-01-27,No major issue reported,Low
T002432,V01554,2026-01-14,Reduced acceleration reported,Medium
T002433,V01554,2026-02-18,Transmission feels delayed,High
T002434,V01554,2026-03-12,Brake noise reported by driver,Medium
T002435,V01554,2026-02-24,Transmission feels delayed,High
T002436,V01556,2026-02-13,Battery warning light keeps appearing,Medium
T002437,V01557,2026-01-08,Battery warning light keeps appearing,Medium
T002438,V01557,2026-01-21,Transmission feels delayed,High
T002439,V01557,2026-04-14,Check engine light is on,Low
T002440,V01558,2026-04-16,Vehicle overheating during route,High
T002441,V01559,2026-01-15,Battery warning light keeps appearing,Medium
T002442,V01559,2026-02-10,No major issue reported,Medium
T002443,V01560,2026-02-07,Transmission feels delayed,High
T002444,V01561,2026-01-14,Battery warning light keeps appearing,Medium
T002445,V01561,2026-03-22,Battery warning light keeps appearing,Low
T002446,V01562,2026-04-13,Oil pressure warning triggered,High
T002447,V01562,2026-03-20,Reduced acceleration reported,Medium
T002448,V01562,2026-02-24,Oil pressure warning triggered,High
T002449,V01563,2026-04-10,Battery warning light keeps appearing,Low
T002450,V01564,2026-01-11,Brake noise reported by driver,Medium
T002451,V01564,2026-03-06,Vehicle overheating during route,High
T002452,V01564,2026-03-13,Battery warning light keeps appearing,Low
T002453,V01564,2026-02-04,Vehicle overheating during route,High
T002454,V01564,2026-03-09,Vehicle idle time unusually high,Medium
T002455,V01565,2026-03-04,Check engine light is on,Medium
T002456,V01568,2026-01-18,Vehicle overheating during route,High
T002457,V01569,2026-03-30,Reduced acceleration reported,Low
T002458,V01570,2026-04-17,Transmission feels delayed,High
T002459,V01570,2026-03-27,No major issue reported,Medium
T002460,V01570,2026-01-09,Battery warning light keeps appearing,Low
T002461,V01570,2026-01-27,Brake noise reported by driver,Low
T002462,V01571,2026-04-01,Vehicle idle time unusually high,Low
T002463,V01571,2026-04-26,Check engine light is on,Medium
T002464,V01573,2026-04-01,Reduced acceleration reported,Medium
T002465,V01575,2026-03-18,Oil pressure warning triggered,High
T002466,V01575,2026-01-07,Brake noise reported by driver,Medium
T002467,V01576,2026-03-06,Oil pressure warning triggered,High
T002468,V01576,2026-03-06,Battery warning light keeps appearing,Medium
T002469,V01576,2026-02-20,Battery warning light keeps appearing,Low
T002470,V01576,2026-01-28,Reduced acceleration reported,Low
T002471,V01576,2026-04-16,Battery warning light keeps appearing,Low
T002472,V01576,2026-04-25,Brake noise reported by driver,Low
T002473,V01577,2026-03-18,Battery warning light keeps appearing,Medium
T002474,V01578,2026-03-01,Oil pressure warning triggered,High
T002475,V01579,2026-04-09,Check engine light is on,Low
T002476,V01580,2026-03-22,Vehicle overheating during route,High
T002477,V01580,2026-02-14,Battery warning light keeps appearing,Low
T002478,V01580,2026-03-17,Reduced acceleration reported,Medium
T002479,V01580,2026-03-09,Battery warning light keeps appearing,Medium
T002480,V01580,2026-01-26,Brake noise reported by driver,Medium
T002481,V01584,2026-03-05,Check engine light is on,Low
T002482,V01584,2026-02-17,Reduced acceleration reported,Medium
T002483,V01584,2026-01-25,Transmission feels delayed,High
T002484,V01585,2026-01-06,Vehicle overheating during route,High
T002485,V01586,2026-03-03,Vehicle idle time unusually high,Medium
T002486,V01586,2026-04-23,Transmission feels delayed,High
T002487,V01586,2026-03-10,No major issue reported,Medium
T002488,V01587,2026-03-01,Reduced acceleration reported,Medium
T002489,V01587,2026-01-16,Battery warning light keeps appearing,Medium
T002490,V01588,2026-03-29,No major issue reported,Low
T002491,V01588,2026-01-29,Oil pressure warning triggered,High
T002492,V01589,2026-02-10,Transmission feels delayed,High
T002493,V01591,2026-02-03,Brake noise reported by driver,Low
T002494,V01591,2026-01-28,Vehicle idle time unusually high,Medium
T002495,V01592,2026-04-23,Check engine light is on,Low
T002496,V01592,2026-04-22,Check engine light is on,Low
T002497,V01592,2026-02-01,Brake noise reported by driver,Low
T002498,V01593,2026-02-11,Transmission feels delayed,High
T002499,V01593,2026-03-14,No major issue reported,Low
T002500,V01593,2026-04-04,Vehicle idle time unusually high,Medium
T002501,V01594,2026-02-20,Battery warning light keeps appearing,Low
T002502,V01595,2026-03-16,No major issue reported,Medium
T002503,V01595,2026-04-08,Reduced acceleration reported,Low
T002504,V01599,2026-03-21,Check engine light is on,Medium
T002505,V01600,2026-01-19,No major issue reported,Medium
T002506,V01603,2026-03-07,Check engine light is on,Low
T002507,V01604,2026-01-09,Oil pressure warning triggered,High
T002508,V01605,2026-03-10,No major issue reported,Low
T002509,V01605,2026-02-20,Reduced acceleration reported,Medium
T002510,V01605,2026-04-15,Transmission feels delayed,High
T002511,V01607,2026-01-02,Oil pressure warning triggered,High
T002512,V01607,2026-02-15,No major issue reported,Low
T002513,V01607,2026-01-12,Vehicle idle time unusually high,Low
T002514,V01607,2026-01-19,Reduced acceleration reported,Medium
T002515,V01608,2026-01-11,Check engine light is on,Medium
T002516,V01608,2026-04-15,Vehicle idle time unusually high,Medium
T002517,V01610,2026-01-25,No major issue reported,Low
T002518,V01610,2026-01-05,Vehicle idle time unusually high,Medium
T002519,V01611,2026-01-30,No major issue reported,Medium
T002520,V01611,2026-02-04,Vehicle overheating during route,High
T002521,V01612,2026-01-06,No major issue reported,Medium
T002522,V01612,2026-01-29,Reduced acceleration reported,Medium
T002523,V01614,2026-04-15,Vehicle idle time unusually high,Low
T002524,V01616,2026-02-23,Check engine light is on,Medium
T002525,V01616,2026-02-01,Vehicle overheating during route,High
T002526,V01617,2026-04-13,Oil pressure warning triggered,High
T002527,V01617,2026-03-03,Battery warning light keeps appearing,Low
T002528,V01618,2026-04-03,Vehicle idle time unusually high,Low
T002529,V01618,2026-04-30,Brake noise reported by driver,Low
T002530,V01620,2026-02-25,No major issue reported,Low
T002531,V01620,2026-01-08,No major issue reported,Medium
T002532,V01621,2026-04-23,Vehicle overheating during route,High
T002533,V01621,2026-02-18,Reduced acceleration reported,Low
T002534,V01623,2026-03-29,Reduced acceleration reported,Low
T002535,V01623,2026-01-25,No major issue reported,Low
T002536,V01624,2026-02-22,Vehicle overheating during route,High
T002537,V01624,2026-02-01,Vehicle idle time unusually high,Medium
T002538,V01624,2026-04-02,Oil pressure warning triggered,High
T002539,V01625,2026-02-03,No major issue reported,Low
T002540,V01625,2026-01-26,Battery warning light keeps appearing,Medium
T002541,V01625,2026-01-27,Vehicle idle time unusually high,Medium
T002542,V01627,2026-02-13,Oil pressure warning triggered,High
T002543,V01627,2026-04-25,Battery warning light keeps appearing,Medium
T002544,V01627,2026-01-02,Oil pressure warning triggered,High
T002545,V01628,2026-01-16,Brake noise reported by driver,Low
T002546,V01628,2026-04-11,Vehicle overheating during route,High
T002547,V01628,2026-03-28,Battery warning light keeps appearing,Low
T002548,V01629,2026-02-07,No major issue reported,Low
T002549,V01629,2026-02-08,Vehicle idle time unusually high,Low
T002550,V01630,2026-02-01,Vehicle idle time unusually high,Low
T002551,V01630,2026-03-09,Reduced acceleration reported,Medium
T002552,V01631,2026-04-21,Transmission feels delayed,High
T002553,V01631,2026-02-28,Brake noise reported by driver,Medium
T002554,V01631,2026-04-16,Brake noise reported by driver,Medium
T002555,V01631,2026-01-18,No major issue reported,Medium
T002556,V01631,2026-01-28,Check engine light is on,Medium
T002557,V01632,2026-01-20,Battery warning light keeps appearing,Low
T002558,V01633,2026-04-06,Check engine light is on,Low
T002559,V01634,2026-01-25,Transmission feels delayed,High
T002560,V01634,2026-04-05,Check engine light is on,Low
T002561,V01635,2026-02-15,Reduced acceleration reported,Medium
T002562,V01636,2026-04-19,No major issue reported,Medium
T002563,V01637,2026-02-24,No major issue reported,Medium
T002564,V01637,2026-03-02,Brake noise reported by driver,Low
T002565,V01638,2026-01-13,Battery warning light keeps appearing,Low
T002566,V01639,2026-01-20,Oil pressure warning triggered,High
T002567,V01640,2026-04-12,Brake noise reported by driver,Low
T002568,V01641,2026-02-14,Check engine light is on,Medium
T002569,V01641,2026-04-04,Reduced acceleration reported,Low
T002570,V01641,2026-04-20,Vehicle overheating during route,High
T002571,V01642,2026-04-01,Vehicle overheating during route,High
T002572,V01642,2026-02-11,Brake noise reported by driver,Low
T002573,V01642,2026-04-09,Reduced acceleration reported,Low
T002574,V01643,2026-01-30,Oil pressure warning triggered,High
T002575,V01643,2026-01-06,Battery warning light keeps appearing,Low
T002576,V01644,2026-02-14,Battery warning light keeps appearing,Medium
T002577,V01644,2026-04-10,Oil pressure warning triggered,High
T002578,V01644,2026-02-13,Reduced acceleration reported,Low
T002579,V01644,2026-01-28,Brake noise reported by driver,Low
T002580,V01644,2026-01-08,Oil pressure warning triggered,High
T002581,V01646,2026-02-02,Brake noise reported by driver,Low
T002582,V01646,2026-01-18,Battery warning light keeps appearing,Medium
T002583,V01647,2026-03-03,Brake noise reported by driver,Low
T002584,V01647,2026-01-11,Check engine light is on,Medium
T002585,V01647,2026-01-19,Transmission feels delayed,High
T002586,V01648,2026-02-15,Oil pressure warning triggered,High
T002587,V01648,2026-02-13,Vehicle overheating during route,High
T002588,V01648,2026-01-23,Vehicle idle time unusually high,Low
T002589,V01648,2026-03-09,No major issue reported,Medium
T002590,V01649,2026-01-17,Vehicle overheating during route,High
T002591,V01649,2026-01-21,Battery warning light keeps appearing,Low
T002592,V01650,2026-04-23,Check engine light is on,Medium
T002593,V01650,2026-03-10,Reduced acceleration reported,Low
T002594,V01651,2026-04-18,Vehicle idle time unusually high,Medium
T002595,V01651,2026-04-04,Vehicle overheating during route,High
T002596,V01653,2026-02-16,Vehicle overheating during route,High
T002597,V01654,2026-03-30,No major issue reported,Medium
T002598,V01654,2026-01-19,Brake noise reported by driver,Low
T002599,V01654,2026-02-09,Check engine light is on,Low
T002600,V01655,2026-03-23,Vehicle idle time unusually high,Low
T002601,V01655,2026-04-13,Check engine light is on,Low
T002602,V01655,2026-02-10,Brake noise reported by driver,Medium
T002603,V01655,2026-02-12,Vehicle overheating during route,High
T002604,V01658,2026-01-16,No major issue reported,Medium
T002605,V01659,2026-01-17,No major issue reported,Medium
T002606,V01659,2026-03-15,Vehicle idle time unusually high,Medium
T002607,V01659,2026-02-16,Brake noise reported by driver,Medium
T002608,V01661,2026-01-09,Vehicle overheating during route,High
T002609,V01661,2026-03-04,Reduced acceleration reported,Low
T002610,V01661,2026-04-28,Transmission feels delayed,High
T002611,V01661,2026-04-06,No major issue reported,Medium
T002612,V01661,2026-02-16,Vehicle overheating during route,High
T002613,V01662,2026-04-27,Vehicle idle time unusually high,Low
T002614,V01662,2026-03-09,Brake noise reported by driver,Medium
T002615,V01662,2026-03-23,Oil pressure warning triggered,High
T002616,V01663,2026-03-12,Check engine light is on,Low
T002617,V01663,2026-02-23,Transmission feels delayed,High
T002618,V01665,2026-03-13,No major issue reported,Low
T002619,V01667,2026-02-26,Transmission feels delayed,High
T002620,V01668,2026-03-17,Battery warning light keeps appearing,Low
T002621,V01668,2026-04-05,Reduced acceleration reported,Medium
T002622,V01668,2026-01-24,Reduced acceleration reported,Medium
T002623,V01669,2026-01-01,Transmission feels delayed,High
T002624,V01671,2026-04-14,Check engine light is on,Low
T002625,V01671,2026-04-02,No major issue reported,Medium
T002626,V01671,2026-01-19,Reduced acceleration reported,Low
T002627,V01671,2026-02-17,Transmission feels delayed,High
T002628,V01672,2026-03-09,Reduced acceleration reported,Low
T002629,V01674,2026-03-22,Battery warning light keeps appearing,Medium
T002630,V01675,2026-04-20,Brake noise reported by driver,Medium
T002631,V01676,2026-04-26,Transmission feels delayed,High
T002632,V01676,2026-01-18,Vehicle overheating during route,High
T002633,V01677,2026-02-14,No major issue reported,Low
T002634,V01677,2026-02-06,Vehicle idle time unusually high,Low
T002635,V01677,2026-03-08,Brake noise reported by driver,Medium
T002636,V01677,2026-04-26,Brake noise reported by driver,Medium
T002637,V01678,2026-02-02,Reduced acceleration reported,Medium
T002638,V01678,2026-01-25,No major issue reported,Medium
T002639,V01680,2026-02-26,Battery warning light keeps appearing,Low
T002640,V01681,2026-01-23,Reduced acceleration reported,Medium
T002641,V01681,2026-04-03,No major issue reported,Low
T002642,V01683,2026-04-23,No major issue reported,Medium
T002643,V01683,2026-02-11,Vehicle idle time unusually high,Low
T002644,V01684,2026-01-04,Vehicle overheating during route,High
T002645,V01685,2026-01-24,Vehicle overheating during route,High
T002646,V01687,2026-03-10,Brake noise reported by driver,Medium
T002647,V01687,2026-01-28,Transmission feels delayed,High
T002648,V01687,2026-01-19,Oil pressure warning triggered,High
T002649,V01687,2026-01-13,Oil pressure warning triggered,High
T002650,V01687,2026-02-27,Reduced acceleration reported,Low
T002651,V01689,2026-01-22,Battery warning light keeps appearing,Medium
T002652,V01690,2026-03-02,Transmission feels delayed,High
T002653,V01690,2026-04-10,Reduced acceleration reported,Medium
T002654,V01690,2026-03-27,Reduced acceleration reported,Medium
T002655,V01690,2026-03-18,Vehicle idle time unusually high,Low
T002656,V01691,2026-04-22,Reduced acceleration reported,Low
T002657,V01691,2026-03-01,Oil pressure warning triggered,High
T002658,V01691,2026-02-25,Transmission feels delayed,High
T002659,V01692,2026-02-07,Vehicle idle time unusually high,Low
T002660,V01692,2026-01-02,Battery warning light keeps appearing,Medium
T002661,V01692,2026-01-30,Vehicle overheating during route,High
T002662,V01693,2026-02-11,Check engine light is on,Low
T002663,V01693,2026-04-01,No major issue reported,Low
T002664,V01693,2026-02-11,Check engine light is on,Low
T002665,V01694,2026-02-14,Vehicle idle time unusually high,Low
T002666,V01697,2026-03-22,Reduced acceleration reported,Low
T002667,V01697,2026-03-16,Check engine light is on,Low
T002668,V01701,2026-04-30,Brake noise reported by driver,Medium
T002669,V01701,2026-02-05,Oil pressure warning triggered,High
T002670,V01701,2026-01-20,No major issue reported,Medium
T002671,V01702,2026-02-18,Vehicle idle time unusually high,Low
T002672,V01702,2026-04-19,Check engine light is on,Low
T002673,V01703,2026-04-29,Reduced acceleration reported,Low
T002674,V01703,2026-01-22,Transmission feels delayed,High
T002675,V01705,2026-02-09,Brake noise reported by driver,Medium
T002676,V01705,2026-04-07,Oil pressure warning triggered,High
T002677,V01707,2026-01-28,Vehicle idle time unusually high,Low
T002678,V01708,2026-04-06,Reduced acceleration reported,Low
T002679,V01708,2026-01-07,Brake noise reported by driver,Low
T002680,V01709,2026-03-27,Oil pressure warning triggered,High
T002681,V01709,2026-04-09,Check engine light is on,Medium
T002682,V01709,2026-04-20,Reduced acceleration reported,Low
T002683,V01709,2026-04-06,Brake noise reported by driver,Medium
T002684,V01709,2026-01-10,Battery warning light keeps appearing,Medium
T002685,V01710,2026-03-11,Brake noise reported by driver,Medium
T002686,V01711,2026-02-28,Check engine light is on,Medium
T002687,V01713,2026-01-14,Battery warning light keeps appearing,Medium
T002688,V01713,2026-03-21,Vehicle overheating during route,High
T002689,V01717,2026-01-02,Oil pressure warning triggered,High
T002690,V01719,2026-01-22,Check engine light is on,Low
T002691,V01719,2026-03-26,Check engine light is on,Medium
T002692,V01720,2026-03-30,Vehicle overheating during route,High
T002693,V01720,2026-01-15,Check engine light is on,Medium
T002694,V01720,2026-03-21,No major issue reported,Low
T002695,V01721,2026-03-05,Transmission feels delayed,High
T002696,V01721,2026-04-13,Check engine light is on,Medium
T002697,V01721,2026-03-03,Transmission feels delayed,High
T002698,V01722,2026-01-15,Check engine light is on,Medium
T002699,V01722,2026-04-17,Vehicle overheating during route,High
T002700,V01722,2026-04-08,Oil pressure warning triggered,High
T002701,V01722,2026-04-09,Battery warning light keeps appearing,Medium
T002702,V01723,2026-02-09,Brake noise reported by driver,Low
T002703,V01724,2026-03-22,No major issue reported,Medium
T002704,V01724,2026-03-13,Vehicle overheating during route,High
T002705,V01724,2026-01-08,Oil pressure warning triggered,High
T002706,V01725,2026-03-13,No major issue reported,Medium
T002707,V01725,2026-04-22,Brake noise reported by driver,Medium
T002708,V01726,2026-04-08,Vehicle idle time unusually high,Medium
T002709,V01727,2026-04-29,Reduced acceleration reported,Medium
T002710,V01728,2026-04-07,Reduced acceleration reported,Low
T002711,V01728,2026-02-05,Check engine light is on,Medium
T002712,V01728,2026-04-02,Brake noise reported by driver,Low
T002713,V01728,2026-04-02,Oil pressure warning triggered,High
T002714,V01728,2026-04-14,Brake noise reported by driver,Low
T002715,V01728,2026-04-26,Vehicle overheating during route,High
T002716,V01730,2026-02-02,Check engine light is on,Medium
T002717,V01731,2026-04-11,Check engine light is on,Low
T002718,V01733,2026-02-23,Transmission feels delayed,High
